datetime,nbbike,nbdock,nbbikeoverflow,nbfreedock,nbebike,nbedock,nbebikeoverflow,nbfreeedock,station_state,kioskstate,maxbikeoverflow,creditcard,station_type,overflowactivation,station_code,overflow,duedate,densitylevel
2019-12-23T17:16:00.893Z,27,0,0,0,6,60,0,27,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T17:31:00.724Z,14,0,0,0,6,60,0,40,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T17:46:01.570Z,14,0,0,0,7,60,0,39,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T18:01:01.025Z,10,0,0,0,8,60,0,42,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T18:16:00.648Z,15,0,0,0,6,60,0,39,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T18:31:01.366Z,11,0,0,0,6,60,0,43,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T18:46:01.365Z,12,0,0,0,6,60,0,42,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T19:01:01.028Z,14,0,0,0,6,60,0,40,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T19:16:00.930Z,11,0,0,0,6,60,0,43,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T19:31:00.501Z,12,0,0,0,7,60,0,41,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T19:46:01.640Z,10,0,0,0,6,60,0,44,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T20:02:00.651Z,9,0,0,0,6,60,0,45,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T20:17:00.686Z,9,0,0,0,6,60,0,45,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T20:32:01.265Z,9,0,0,0,6,60,0,45,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T20:47:00.475Z,8,0,0,0,6,60,0,46,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T21:02:00.622Z,8,0,0,0,6,60,0,46,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T21:17:00.517Z,10,0,0,0,5,60,0,45,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T21:32:00.587Z,10,0,0,0,5,60,0,45,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T21:47:00.526Z,10,0,0,0,5,60,0,45,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T21:47:00.526Z,10,0,0,0,5,60,0,45,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T22:17:00.535Z,10,0,0,0,5,60,0,45,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T22:32:00.586Z,8,0,0,0,5,60,0,47,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T22:32:00.586Z,8,0,0,0,5,60,0,47,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T23:02:04.063Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T23:15:00.844Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T23:32:00.596Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T23:47:00.487Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T00:04:01.015Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T00:17:00.660Z,7,0,0,0,4,60,0,49,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T00:32:00.527Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T00:47:00.698Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T01:02:00.892Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T01:17:00.515Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T01:32:01.125Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T01:47:00.512Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T02:02:00.891Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T02:17:00.649Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T02:32:00.500Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T02:47:00.491Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T03:02:01.981Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T03:17:01.240Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T03:32:00.618Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T03:46:00.628Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
